chain,category_clean,item_name,serve_size,serve_size_unit,calories_kcal,total_fat_g,saturated_fat_g,trans_fat_g,cholesterol_mg,sodium_mg,carbohydrates_g,dietary_fiber_g,sugars_g,protein_g,calories_kcal_norm,total_fat_norm,saturated_fat_norm,trans_fat_norm,cholesterol_norm,sodium_norm,carbohydrates_norm,dietary_fiber_norm,sugars_norm,protein_norm
burger_king,beverage,Frozen Coke - 16 oz,454.61,ml,130,0.0,0.0,0.0,0.0,50.0,35.0,0.0,35.0,0.0,28.6,0.0,0.0,0.0,0.0,11.0,7.7,0.0,7.7,0.0
burger_king,beverage,BK® Café Coffee- 12 fl oz,340.96,ml,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burger_king,beverage,BK® Café Coffee- 16 fl oz,454.61,ml,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burger_king,beverage,BK® Café Coffee- 20 fl oz,568.26,ml,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burger_king,beverage,BK® Café Decaf Coffee- 12 fl oz,340.96,ml,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burger_king,beverage,BK® Café Decaf Coffee- 16 fl oz,454.61,ml,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burger_king,beverage,BK® Café Decaf Coffee- 20 fl oz,568.26,ml,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burger_king,beverage,BK® Café Iced Vanilla Coffee- 12 fl oz,340.96,ml,150,8.0,4.0,0.0,25.0,30.0,21.0,0.0,21.0,1.0,43.99,2.35,1.17,0.0,7.33,8.8,6.16,0.0,6.16,0.29
burger_king,beverage,BK® Café Iced Vanilla Coffee- 16 fl oz,454.61,ml,200,10.0,5.0,0.0,30.0,40.0,27.0,0.0,27.0,2.0,43.99,2.2,1.1,0.0,6.6,8.8,5.94,0.0,5.94,0.44
burger_king,beverage,BK® Café Iced Vanilla Coffee- 20 fl oz,568.26,ml,260,13.0,7.0,0.0,40.0,50.0,34.0,0.0,34.0,2.0,45.75,2.29,1.23,0.0,7.04,8.8,5.98,0.0,5.98,0.35
burger_king,beverage,BK® Café Iced Mocha Coffee- 12 fl oz,340.96,ml,180,8.0,4.0,0.0,25.0,40.0,27.0,1.0,25.0,2.0,52.79,2.35,1.17,0.0,7.33,11.73,7.92,0.29,7.33,0.59
burger_king,beverage,BK® Café Iced Mocha Coffee- 16 fl oz,454.61,ml,240,10.0,6.0,0.0,30.0,55.0,35.0,1.0,32.0,2.0,52.79,2.2,1.32,0.0,6.6,12.1,7.7,0.22,7.04,0.44
burger_king,beverage,BK® Café Iced Mocha Coffee- 20 fl oz,568.26,ml,300,13.0,7.0,0.0,40.0,70.0,45.0,2.0,41.0,3.0,52.79,2.29,1.23,0.0,7.04,12.32,7.92,0.35,7.21,0.53
burger_king,beverage,BK® Café Mocha Frappe- 12 fl oz,340.96,ml,300,8.0,5.0,0.0,30.0,200.0,50.0,1.0,41.0,7.0,87.99,2.35,1.47,0.0,8.8,58.66,14.66,0.29,12.02,2.05
burger_king,beverage,BK® Café Mocha Frappe- 16 fl oz,454.61,ml,400,10.0,7.0,0.0,40.0,270.0,68.0,1.0,58.0,9.0,87.99,2.2,1.54,0.0,8.8,59.39,14.96,0.22,12.76,1.98
burger_king,beverage,BK® Café Mocha Frappe- 20 fl oz,568.26,ml,510,13.0,8.0,0.0,50.0,350.0,87.0,1.0,71.0,12.0,89.75,2.29,1.41,0.0,8.8,61.59,15.31,0.18,12.49,2.11
burger_king,beverage,BK® Café Caramel Frappe- 12 fl oz,340.96,ml,300,8.0,5.0,0.0,35.0,210.0,50.0,0.0,41.0,7.0,87.99,2.35,1.47,0.0,10.27,61.59,14.66,0.0,12.02,2.05
burger_king,beverage,BK® Café Caramel Frappe- 16 fl oz,454.61,ml,400,10.0,7.0,0.0,40.0,280.0,68.0,0.0,56.0,9.0,87.99,2.2,1.54,0.0,8.8,61.59,14.96,0.0,12.32,1.98
burger_king,beverage,BK® Café Caramel Frappe- 20 fl oz,568.26,ml,500,12.0,8.0,0.0,50.0,350.0,86.0,0.0,71.0,11.0,87.99,2.11,1.41,0.0,8.8,61.59,15.13,0.0,12.49,1.94
