category,item_name,serving_size_g,calories_kcal,total_fat_g,saturated_fat_g,trans_fat_g,cholesterol_mg,sodium_mg,carbohydrates_g,dietary_fiber_g,sugars_g,protein_g,category_clean,chain
sides,French Fries - small (unsalted),128,320,13.0,2.0,0.0,0,300,49,5,1,4,burger,burger_king
sides,French Fries - medium (unsalted),153,380,16.0,2.0,0.0,0,360,58,6,1,4,burger,burger_king
sides,French Fries - large (unsalted),173,430,18.0,2.5,0.0,0,410,66,7,2,5,burger,burger_king
KING JR™ MEALS,Kids Oatmeal,167,170,3.0,1.5,0.0,5,260,32,3,12,4,kids_menu,burger_king
KING JR™ MEALS,Chicken Nuggets- 4pc,58,170,11.0,1.5,0.0,25,310,11,1,0,8,kids_menu,burger_king
KING JR™ MEALS,Chicken Nuggets- 6pc,88,260,16.0,2.5,0.0,35,470,16,1,0,12,kids_menu,burger_king
KING JR™ MEALS,Hamburger,99,240,10.0,3.5,0.5,35,380,26,1,6,13,kids_menu,burger_king
KING JR™ MEALS,Cheeseburger,111,280,13.0,6.0,0.5,45,560,27,1,7,15,kids_menu,burger_king
KING JR™ MEALS,Mott's® Natural Applesauce,111,50,0.0,0.0,0.0,0,0,13,1,11,0,kids_menu,burger_king
KING JR™ MEALS,PB&J Jamwich,79,300,16.0,3.0,0.0,0,290,33,4,11,11,kids_menu,burger_king
KING JR™ MEALS,Soft Serve Cone,120,190,4.5,3.0,0.0,20,150,32,0,24,5,kids_menu,burger_king
KING JR™ MEALS,Dutch Apple Pie,107,340,14.0,6.0,0.0,0,310,51,1,25,3,kids_menu,burger_king
KING JR™ MEALS,HERSHEY®'S Sundae Pie,79,310,19.0,12.0,0.0,10,220,32,1,22,3,kids_menu,burger_king
KING JR™ MEALS,Pie made with TWIX®,102,370,20.0,13.0,0.0,10,330,45,1,30,4,kids_menu,burger_king
KING JR™ MEALS,OREO® Cookie Cheesecake,92,350,18.0,8.0,0.0,35,310,41,1,25,6,kids_menu,burger_king
KING JR™ MEALS,Soft Serve Cone,120,190,4.5,3.0,0.0,20,150,32,0,24,5,kids_menu,burger_king
KING JR™ MEALS,Soft Serve Cup,115,170,4.5,3.0,0.0,20,150,28,0,24,5,kids_menu,burger_king
KING JR™ MEALS,HERSHEY®'s Chocolate Sundae,149,260,5.0,3.0,0.0,20,160,49,1,43,5,kids_menu,burger_king
KING JR™ MEALS,Caramel Sundae,137,240,5.0,3.5,0.0,20,210,42,0,33,5,kids_menu,burger_king
KING JR™ MEALS,Chocolate Chip Cookies (each),38,160,8.0,4.0,0.0,10,125,24,1,15,2,kids_menu,burger_king
BREAKFAST,CROISSAN'WICH® Egg & Cheese,125,340,18.0,8.0,0.0,160,610,29,1,4,12,breakfast,burger_king
BREAKFAST,"CROISSAN'WICH® Sausage, Egg & Cheese",169,500,33.0,13.0,0.0,195,930,30,1,4,19,breakfast,burger_king
BREAKFAST,"CROISSAN'WICH® Ham, Egg & Cheese",156,370,19.0,8.0,0.0,175,1030,30,1,5,17,breakfast,burger_king
BREAKFAST,"CROISSAN'WICH® Bacon, Egg & Cheese",132,370,21.0,9.0,0.0,170,760,30,1,4,14,breakfast,burger_king
BREAKFAST,Fully Loaded CROISSAN'WICH®,218,610,40.0,17.0,0.5,225,1680,31,1,5,28,breakfast,burger_king
BREAKFAST,Double CROISSAN'WICH® with Sausage & Bacon,187,580,40.0,16.0,0.5,215,1260,31,1,5,23,breakfast,burger_king
BREAKFAST,Double CROISSAN'WICH® with Sausage,224,710,52.0,20.0,0.5,240,1420,31,1,5,29,breakfast,burger_king
BREAKFAST,Double CROISSAN'WICH® with Ham & Sausage,211,580,38.0,16.0,0.5,220,1530,31,1,5,27,breakfast,burger_king
BREAKFAST,Fully Loaded Biscuit,238,640,45.0,20.0,0.0,225,2190,31,1,4,28,breakfast,burger_king
BREAKFAST,"Ham, Egg, & Cheese Biscuit",176,400,24.0,12.0,0.0,175,1550,29,1,3,17,breakfast,burger_king
BREAKFAST,"Sausage, Egg, & Cheese Biscuit",189,530,38.0,17.0,0.0,195,1440,29,1,3,19,breakfast,burger_king
BREAKFAST,"Bacon, Egg & Cheese Biscuit",152,400,26.0,13.0,0.0,170,1270,29,1,3,13,breakfast,burger_king
BREAKFAST,Sausage Biscuit,121,420,28.0,6.0,0.0,35,1050,28,1,2,12,breakfast,burger_king
BREAKFAST,Breakfast Burrito Jr.,143,370,23.0,8.0,0.0,150,930,27,3,2,15,breakfast,burger_king
BREAKFAST,EGG-NORMOUS BURRITO™,310,780,42.0,15.0,0.0,355,1960,68,3,4,32,breakfast,burger_king
BREAKFAST,BK™ Ultimate Breakfast Platter,390,930,44.0,11.0,0.0,390,2230,110,4,40,24,breakfast,burger_king
BREAKFAST,NY Ultimate Platter (Regional menu item),400,900,46.0,12.0,0.0,380,1760,95,5,31,25,breakfast,burger_king
BREAKFAST,Pancake and Sausage platter,217,610,31.0,9.0,0.0,80,1010,72,1,30,12,breakfast,burger_king
BREAKFAST,Hash Browns - small,84,250,16.0,3.5,0.0,0,580,24,3,0,2,breakfast,burger_king
BREAKFAST,Hash Browns - medium,169,500,33.0,7.0,0.0,0,1140,48,7,0,4,breakfast,burger_king
BREAKFAST,Hash Browns - large,225,670,44.0,9.0,0.0,0,1530,65,9,0,5,breakfast,burger_king
BREAKFAST,French Toast Sticks (3 piece),65,230,11.0,2.0,0.0,0,260,29,1,8,3,breakfast,burger_king
BREAKFAST,French Toast Sticks (5 piece),109,380,18.0,3.0,0.0,0,430,49,2,13,5,breakfast,burger_king
BREAKFAST,American Cheese (slice),11,40,3.5,2.0,0.0,10,180,1,0,0,2,breakfast,burger_king
BREAKFAST,Ketchup (Packet),10,10,0.0,0.0,0.0,0,125,3,0,2,0,breakfast,burger_king
BREAKFAST,Mayonnaise (Packet),12,80,9.0,0.5,0.0,10,75,1,0,0,0,breakfast,burger_king
BREAKFAST,Strawberry or Grape Jam (packet),12,30,0.0,0.0,0.0,0,0,7,0,6,0,breakfast,burger_king
BREAKFAST,Breakfast Syrup (1 oz),41,120,0.0,0.0,0.0,0,15,30,0,18,0,breakfast,burger_king
BREAKFAST,Barbecue Dipping Sauce (1 oz),28,40,0.0,0.0,0.0,0,310,11,0,10,0,breakfast,burger_king
BREAKFAST,Ranch Dipping Sauce (1 oz),28,140,15.0,2.5,0.0,10,85,1,0,1,1,breakfast,burger_king
BREAKFAST,Buffalo Dipping Sauce (1 oz),28,80,8.0,1.5,0.0,5,360,2,0,1,0,breakfast,burger_king
BREAKFAST,Zesty Onion Ring Dipping Sauce (1 oz),28,150,15.0,2.5,0.0,20,240,3,0,0,0,breakfast,burger_king
BREAKFAST,Honey Mustard Dipping Sauce (1oz),28,90,6.0,1.0,0.0,10,180,8,0,7,0,breakfast,burger_king
BEVERAGES,Fat FREE Milk (8 fl oz),8 fl oz,90,0.0,0.0,0.0,5,125,13,0,12,9,beverage,burger_king
BEVERAGES,1% Low Fat Chocolate Milk (8 fl oz),8 fl oz,160,2.5,1.5,0.0,15,150,26,0,25,8,beverage,burger_king
BEVERAGES,Smoothie: Strawberry Banana 16 fl oz,16 fl oz,310,1.0,0.0,0.0,0,55,71,3,50,4,beverage,burger_king
BEVERAGES,Oreo® Shake,12 fl oz,720,20.0,12.0,0.5,65,540,118,1,98,16,beverage,burger_king
BEVERAGES,Chocolate Oreo® Shake,12 fl oz,740,22.0,13.0,0.5,70,680,121,1,101,17,beverage,burger_king
BEVERAGES,Vanilla Milk Shake,12 fl oz,580,15.0,10.0,0.0,60,420,98,0,85,14,beverage,burger_king
BEVERAGES,HERSHEY®'S Chocolate Milk Shake,12 fl oz,610,16.0,10.0,0.0,60,500,103,1,88,14,beverage,burger_king
BEVERAGES,Strawberry Milk Shake,12 fl oz,640,15.0,10.0,0.0,60,440,113,0,99,14,beverage,burger_king
BEVERAGES,Coca Cola classic,16 fl oz,210,0.0,0.0,0.0,0,50,58,0,58,0,beverage,burger_king
BEVERAGES,Coca Cola classic,20 fl oz,270,0.0,0.0,0.0,0,60,73,0,73,0,beverage,burger_king
BEVERAGES,Coca Cola classic,29 fl oz,390,0.0,0.0,0.0,0,85,105,0,105,0,beverage,burger_king
BEVERAGES,Coca Cola classic,38 fl oz,510,0.0,0.0,0.0,0,115,138,0,138,0,beverage,burger_king
BEVERAGES,Diet Coke,16 fl oz,0,0.0,0.0,0.0,70,0,0,0,0,0,beverage,burger_king
BEVERAGES,Diet Coke,20 fl oz,0,0.0,0.0,0.0,85,0,0,0,0,0,beverage,burger_king
BEVERAGES,Diet Coke,29 fl oz,0,0.0,0.0,0.0,120,0,0,0,0,0,beverage,burger_king
BEVERAGES,Diet Coke,38 fl oz,0,0.0,0.0,0.0,160,0,0,0,0,0,beverage,burger_king
BEVERAGES,Sprite,16 fl oz,210,0.0,0.0,0.0,0,95,56,0,56,0,beverage,burger_king
BEVERAGES,Sprite,20 fl oz,260,0.0,0.0,0.0,0,120,70,0,70,0,beverage,burger_king
BEVERAGES,Sprite,29 fl oz,380,0.0,0.0,0.0,0,170,102,0,102,0,beverage,burger_king
BEVERAGES,Sprite,38 fl oz,500,0.0,0.0,0.0,0,230,133,0,133,0,beverage,burger_king
BEVERAGES,Dr. Pepper,16 fl oz,190,0.0,0.0,0.0,0,60,52,0,51,0,beverage,burger_king
BEVERAGES,Dr. Pepper,20 fl oz,240,0.0,0.0,0.0,0,75,65,0,64,0,beverage,burger_king
BEVERAGES,Dr. Pepper,29 fl oz,350,0.0,0.0,0.0,0,105,94,0,93,0,beverage,burger_king
BEVERAGES,Dr. Pepper,38 fl oz,450,0.0,0.0,0.0,0,140,124,0,121,0,beverage,burger_king
BEVERAGES,Barq's Root Beer,16 fl oz,240,0.0,0.0,0.0,0,100,65,0,65,0,beverage,burger_king
BEVERAGES,Barq's Root Beer,20 fl oz,300,0.0,0.0,0.0,0,120,81,0,81,0,beverage,burger_king
BEVERAGES,Barq's Root Beer,29 fl oz,430,0.0,0.0,0.0,0,180,118,0,118,0,beverage,burger_king
BEVERAGES,Barq's Root Beer,38 fl oz,570,0.0,0.0,0.0,0,230,155,0,155,0,beverage,burger_king
BEVERAGES,Cherry Coke,16 fl oz,220,0.0,0.0,0.0,0,55,61,0,61,0,beverage,burger_king
BEVERAGES,Cherry Coke,20 fl oz,280,0.0,0.0,0.0,0,70,76,0,76,0,beverage,burger_king
BEVERAGES,Cherry Coke,29 fl oz,410,0.0,0.0,0.0,0,100,110,0,110,0,beverage,burger_king
BEVERAGES,Cherry Coke,38 fl oz,530,0.0,0.0,0.0,0,130,145,0,145,0,beverage,burger_king
BEVERAGES,Fanta Orange,16 fl oz,230,0.0,0.0,0.0,0,60,62,0,61,0,beverage,burger_king
BEVERAGES,Fanta Orange,20 fl oz,280,0.0,0.0,0.0,0,70,78,0,77,0,beverage,burger_king
BEVERAGES,Fanta Orange,29 fl oz,410,0.0,0.0,0.0,0,105,113,0,111,0,beverage,burger_king
BEVERAGES,Fanta Orange,38 fl oz,540,0.0,0.0,0.0,0,135,148,0,146,0,beverage,burger_king
BEVERAGES,Hi-C Fruit Punch,16 fl oz,220,0.0,0.0,0.0,0,75,62,0,60,0,beverage,burger_king
BEVERAGES,Hi-C Fruit Punch,20 fl oz,280,0.0,0.0,0.0,0,95,77,0,75,0,beverage,burger_king
BEVERAGES,Hi-C Fruit Punch,29 fl oz,410,0.0,0.0,0.0,0,135,111,0,109,0,beverage,burger_king
BEVERAGES,Hi-C Fruit Punch,38 fl oz,530,0.0,0.0,0.0,0,180,146,0,143,0,beverage,burger_king
BEVERAGES,Minute Maid Light Lemonade,16 fl oz,10,0.0,0.0,0.0,0,60,3,0,0,0,beverage,burger_king
BEVERAGES,Minute Maid Light Lemonade,20 fl oz,10,0.0,0.0,0.0,0,70,4,0,0,0,beverage,burger_king
BEVERAGES,Minute Maid Light Lemonade,29 fl oz,15,0.0,0.0,0.0,0,105,5,0,0,0,beverage,burger_king
BEVERAGES,Minute Maid Light Lemonade,38 fl oz,20,0.0,0.0,0.0,0,135,7,0,0,0,beverage,burger_king
BEVERAGES,Sweet Tea,20 fl oz,120,0.0,0.0,0.0,0,0,35,0,35,0,beverage,burger_king
BEVERAGES,Sweet Tea,29 fl oz,160,0.0,0.0,0.0,0,0,49,0,49,0,beverage,burger_king
BEVERAGES,Sweet Tea,40 fl oz,240,0.0,0.0,0.0,0,0,71,0,71,0,beverage,burger_king
BEVERAGES,Unsweetened Tea,20 fl oz,0,0.0,0.0,0.0,0,0,0,0,0,0,beverage,burger_king
BEVERAGES,Unsweetened Tea,29 fl oz,0,0.0,0.0,0.0,0,0,0,0,0,0,beverage,burger_king
BEVERAGES,Unsweetened Tea,40 fl oz,0,0.0,0.0,0.0,0,0,0,0,0,0,beverage,burger_king
BEVERAGES,Capri Sun 100% Apple Juice,1 pouch,80,0.0,0.0,0.0,0,25,20,0,20,0,beverage,burger_king
BEVERAGES,Minute Maid Orange Juice,10 fl oz,140,0.0,0.0,0.0,0,20,33,0,30,2,beverage,burger_king
BEVERAGES,Frozen Coke - 16 oz,16 fl oz,130,0.0,0.0,0.0,0,50,35,0,35,0,beverage,burger_king
BEVERAGES,BK® Café Coffee- 12 fl oz,12 fl oz,0,0.0,0.0,0.0,0,0,0,0,0,0,beverage,burger_king
BEVERAGES,BK® Café Coffee- 16 fl oz,16 fl oz,0,0.0,0.0,0.0,0,0,0,0,0,0,beverage,burger_king
BEVERAGES,BK® Café Coffee- 20 fl oz,20 fl oz,0,0.0,0.0,0.0,0,0,0,0,0,0,beverage,burger_king
BEVERAGES,BK® Café Decaf Coffee- 12 fl oz,12 fl oz,0,0.0,0.0,0.0,0,0,0,0,0,0,beverage,burger_king
BEVERAGES,BK® Café Decaf Coffee- 16 fl oz,16 fl oz,0,0.0,0.0,0.0,0,0,0,0,0,0,beverage,burger_king
BEVERAGES,BK® Café Decaf Coffee- 20 fl oz,20 fl oz,0,0.0,0.0,0.0,0,0,0,0,0,0,beverage,burger_king
BEVERAGES,BK® Café Iced Vanilla Coffee- 12 fl oz,12 fl oz,150,8.0,4.0,0.0,25,30,21,0,21,1,beverage,burger_king
BEVERAGES,BK® Café Iced Vanilla Coffee- 16 fl oz,16 fl oz,200,10.0,5.0,0.0,30,40,27,0,27,2,beverage,burger_king
BEVERAGES,BK® Café Iced Vanilla Coffee- 20 fl oz,20 fl oz,260,13.0,7.0,0.0,40,50,34,0,34,2,beverage,burger_king
BEVERAGES,BK® Café Iced Mocha Coffee- 12 fl oz,12 fl oz,180,8.0,4.0,0.0,25,40,27,1,25,2,beverage,burger_king
BEVERAGES,BK® Café Iced Mocha Coffee- 16 fl oz,16 fl oz,240,10.0,6.0,0.0,30,55,35,1,32,2,beverage,burger_king
BEVERAGES,BK® Café Iced Mocha Coffee- 20 fl oz,20 fl oz,300,13.0,7.0,0.0,40,70,45,2,41,3,beverage,burger_king
BEVERAGES,BK® Café Mocha Frappe- 12 fl oz,12 fl oz,300,8.0,5.0,0.0,30,200,50,1,41,7,beverage,burger_king
BEVERAGES,BK® Café Mocha Frappe- 16 fl oz,16 fl oz,400,10.0,7.0,0.0,40,270,68,1,58,9,beverage,burger_king
BEVERAGES,BK® Café Mocha Frappe- 20 fl oz,20 fl oz,510,13.0,8.0,0.0,50,350,87,1,71,12,beverage,burger_king
BEVERAGES,BK® Café Caramel Frappe- 12 fl oz,12 fl oz,300,8.0,5.0,0.0,35,210,50,0,41,7,beverage,burger_king
BEVERAGES,BK® Café Caramel Frappe- 16 fl oz,16 fl oz,400,10.0,7.0,0.0,40,280,68,0,56,9,beverage,burger_king
BEVERAGES,BK® Café Caramel Frappe- 20 fl oz,20 fl oz,500,12.0,8.0,0.0,50,350,86,0,71,11,beverage,burger_king
